index,player,team,minute,type,shot_type,shot_outcome,xG,x,y
4219,Lionel Andrés Messi Cuccittini,Barcelona,87,Shot,Open Play,Off T,0.2605965,110,42.6
3789,Lionel Andrés Messi Cuccittini,Barcelona,5,Shot,Open Play,Blocked,0.027340477,114.3,52.5
3792,Lionel Andrés Messi Cuccittini,Barcelona,21,Shot,Open Play,Goal,0.24007279,118.3,34
3793,Lionel Andrés Messi Cuccittini,Barcelona,25,Shot,Open Play,Blocked,0.16609026,107.8,48.6
3794,Lionel Andrés Messi Cuccittini,Barcelona,26,Shot,Open Play,Goal,0.47729024,119,43.9
3797,Lionel Andrés Messi Cuccittini,Barcelona,31,Shot,Open Play,Off T,0.11428766,114.4,29.5
3803,Lionel Andrés Messi Cuccittini,Barcelona,59,Shot,Open Play,Saved to Post,0.16915824,112.3,42.2
3811,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Goal,0.14348389,108.9,34.5
3817,Lionel Andrés Messi Cuccittini,Barcelona,84,Shot,Open Play,Goal,0.60278803,105.8,38.1
3137,Lionel Andrés Messi Cuccittini,Barcelona,31,Shot,Open Play,Off T,0.120488405,111.4,27.8
3142,Lionel Andrés Messi Cuccittini,Barcelona,49,Shot,Open Play,Goal,0.08449934,115.2,52.4
3148,Lionel Andrés Messi Cuccittini,Barcelona,77,Shot,Open Play,Off T,0.031641785,106.5,24.8
3831,Lionel Andrés Messi Cuccittini,Barcelona,19,Shot,Open Play,Saved,0.03994215,97.3,40.8
3846,Lionel Andrés Messi Cuccittini,Barcelona,89,Shot,Open Play,Off T,0.024046177,114.2,55.1
3339,Lionel Andrés Messi Cuccittini,Barcelona,15,Shot,Open Play,Goal,0.7596282,115.5,37.2
3348,Lionel Andrés Messi Cuccittini,Barcelona,44,Shot,Open Play,Saved,0.07537823,119,48.4
3349,Lionel Andrés Messi Cuccittini,Barcelona,44,Shot,Open Play,Off T,0.023778379,100.5,51
3350,Lionel Andrés Messi Cuccittini,Barcelona,46,Shot,Open Play,Post,0.31345484,113.6,34.8
3365,Lionel Andrés Messi Cuccittini,Barcelona,88,Shot,Open Play,Goal,0.083028026,103.9,34.5
3267,Lionel Andrés Messi Cuccittini,Barcelona,17,Shot,Open Play,Blocked,0.12094018,108.6,48.5
3279,Lionel Andrés Messi Cuccittini,Barcelona,38,Shot,Open Play,Goal,0.13993609,109.6,30.1
3288,Lionel Andrés Messi Cuccittini,Barcelona,80,Shot,Open Play,Off T,0.34938622,111.1,41.2
3290,Lionel Andrés Messi Cuccittini,Barcelona,88,Shot,Open Play,Blocked,0.18824539,107.2,35.3
3503,Lionel Andrés Messi Cuccittini,Barcelona,28,Shot,Open Play,Saved,0.5645195,107.1,43.4
3504,Lionel Andrés Messi Cuccittini,Barcelona,28,Shot,Open Play,Off T,0.099425994,118.2,48
3505,Lionel Andrés Messi Cuccittini,Barcelona,30,Shot,Open Play,Saved,0.33822116,107.5,43.5
3508,Lionel Andrés Messi Cuccittini,Barcelona,31,Shot,Open Play,Blocked,0.23289187,106.8,37.4
3513,Lionel Andrés Messi Cuccittini,Barcelona,42,Shot,Open Play,Goal,0.31441262,114.1,49.1
3520,Lionel Andrés Messi Cuccittini,Barcelona,65,Shot,Open Play,Blocked,0.0722133,106,30.4
